account_id,display_name,email,account_status,app_role,privileged,created_date,last_login_date
AMINA.KILIC,Amina Kilic,Amina.Kilic@BiTermTest.com,Disabled,Standard User,No,2014-04-14,2026-06-28
JOVANA.BOATENG,Jovana Boateng,Jovana.Boateng@BiTermTest.com,Enabled,Standard User,No,2020-09-14,2026-06-24
AINHOA.CHOPRA,Ainhoa Chopra,Ainhoa.Chopra@BiTermTest.com,Enabled,Read Only,No,2020-09-14,2026-06-28
PADRAIG.ALMEIDA,Padraig Almeida,Padraig.Almeida@BiTermTest.com,Enabled,Standard User,No,2020-08-31,2026-07-01
HENRYK.ROSSI,Henryk Rossi,Henryk.Rossi@BiTermTest.com,Enabled,Administrator,Yes,2020-08-17,2026-07-17
LARSLAN,Leila Arslan,Leila.Arslan@BiTermTest.com,Enabled,Standard User,No,2014-03-31,2026-06-23
LAN.YOON,Lan Yoon,Lan.Yoon@BiTermTest.com,Enabled,Power User,No,2014-03-03,2026-06-15
AMINA.PETROVIC,Amina Petrovic,Amina.Petrovic@BiTermTest.com,Enabled,Standard User,No,2014-03-03,2026-07-07
BJORN.VOLKOV,Bjorn Volkov,Bjorn.Volkov@BiTermTest.com,Enabled,Power User,No,2014-01-06,2026-07-14
BCARVALHO,Bjorn Carvalho,Bjorn.Carvalho@BiTermTest.com,Disabled,Standard User,No,2013-12-02,2026-06-23
CEM.FONSECA,Cem Fonseca,Cem.Fonseca@BiTermTest.com,Enabled,Power User,No,2013-11-04,2026-01-11
FCASSAR,Fernanda Cassar,Fernanda.Cassar@BiTermTest.com,Enabled,Standard User,No,2013-08-26,2026-06-28
AVOSBERG,Aoife Vosberg,Aoife.Vosberg@BiTermTest.com,Enabled,Power User,No,2013-07-29,2026-07-16
BZIELINSKI,Bram Zielinski,Bram.Zielinski@BiTermTest.com,Enabled,Read Only,No,2013-07-29,2026-07-17
XHOLMGREN,Xiomara Holmgren,Xiomara.Holmgren@BiTermTest.com,Enabled,Standard User,No,2013-07-29,2026-06-27
XKEITA,Ximena Keita,Ximena.Keita@BiTermTest.com,Enabled,Standard User,No,2013-04-29,2026-07-21
QFERREIRA,Quang Ferreira,Quang.Ferreira@BiTermTest.com,Enabled,Power User,No,2013-02-11,2026-06-21
LAYDIN,Laleh Aydin,Laleh.Aydin@BiTermTest.com,Enabled,Standard User,No,2012-11-26,2026-06-08
MSAHIN,Maite Sahin,Maite.Sahin@BiTermTest.com,Enabled,Standard User,No,2012-11-26,2026-06-18
RAFAEL.FONSECA,Rafael Fonseca,Rafael.Fonseca@BiTermTest.com,Enabled,Standard User,No,2023-01-23,2026-06-18
HANA.BORG,Hana Borg,Hana.Borg@BiTermTest.com,Enabled,Standard User,No,2023-01-09,2026-06-10
ROHAN.KIRIGAYA,Rohan Kirigaya,Rohan.Kirigaya@BiTermTest.com,Enabled,Standard User,No,2022-12-19,2026-07-05
ANDRES.KOVAC,Andres Kovac,Andres.Kovac@BiTermTest.com,Disabled,Standard User,No,2019-11-04,2026-06-11
TOMASZ.BARBOSA,Tomasz Barbosa,Tomasz.Barbosa@BiTermTest.com,Enabled,Administrator,Yes,2019-11-04,2026-07-05
RAVI.TRAORE,Ravi Traore,Ravi.Traore@BiTermTest.com,Enabled,Standard User,No,2017-10-16,2026-07-04
TEODORA.GALLO,Teodora Gallo,Teodora.Gallo@BiTermTest.com,Enabled,Read Only,No,2017-07-10,2026-07-16
QASIM.AGARWAL,Qasim Agarwal,Qasim.Agarwal@BiTermTest.com,Enabled,Power User,No,2017-06-12,2026-07-01
THABO.DUONG,Thabo Duong,Thabo.Duong@BiTermTest.com,Enabled,Read Only,No,2017-05-01,2026-06-17
ROISIN.FERRARI,Roisin Ferrari,Roisin.Ferrari@BiTermTest.com,Enabled,Administrator,Yes,2017-04-24,2026-03-15
JEROEN.ASANTE,Jeroen Asante,Jeroen.Asante@BiTermTest.com,Enabled,Standard User,No,2017-04-03,2026-07-14
RAFAEL.KIRIGAYA,Rafael Kirigaya,Rafael.Kirigaya@BiTermTest.com,Disabled,Standard User,No,2021-07-26,2026-06-17
ZOFIA.SAXENA,Zofia Saxena,Zofia.Saxena@BiTermTest.com,Enabled,Standard User,No,2017-02-13,2026-07-22
