account_id,display_name,email,account_status,app_role,privileged,created_date,last_login_date
PARVIN.WISNIEWSKI,Parvin Wisniewski,Parvin.Wisniewski@BiTermTest.com,Enabled,Administrator,Yes,2020-09-14,2026-06-26
SIOBHAN.KOZLOWSKI,Siobhan Kozlowski,Siobhan.Kozlowski@BiTermTest.com,Enabled,Standard User,No,2020-09-14,2026-06-24
IZARO.KILIC,Izaro Kilic,Izaro.Kilic@BiTermTest.com,Enabled,Power User,No,2020-08-31,2026-07-28
THIAGO.CHATTERJEE,Thiago Chatterjee,Thiago.Chatterjee@BiTermTest.com,Enabled,Standard User,No,2020-08-17,2026-06-23
MMIFSUD,Mikkel Mifsud,Mikkel.Mifsud@BiTermTest.com,Disabled,Standard User,No,2014-03-31,2026-07-27
SEDA.ADEYEMI,Seda Adeyemi,Seda.Adeyemi@BiTermTest.com,Enabled,Power User,No,2014-03-03,2026-07-27
AINHOA.CHOPRA,Ainhoa Chopra,Ainhoa.Chopra@BiTermTest.com,Enabled,Read Only,No,2014-03-03,2026-06-28
PIOTR.SAXENA,Piotr Saxena,Piotr.Saxena@BiTermTest.com,Enabled,Read Only,No,2014-01-06,2026-07-27
YHOANG,Yasmin Hoang,Yasmin.Hoang@BiTermTest.com,Enabled,Standard User,No,2013-12-02,2026-07-03
MGHANEM,Meera Ghanem,Meera.Ghanem@BiTermTest.com,Enabled,Standard User,No,2013-08-26,2026-07-16
ROZTURK,Ravi Ozturk,Ravi.Ozturk@BiTermTest.com,Enabled,Administrator,Yes,2013-07-29,2026-07-30
AMEHTA,Anika Mehta,Anika.Mehta@BiTermTest.com,Enabled,Standard User,No,2013-07-29,2026-07-20
PZAMMIT,Priya Zammit,Priya.Zammit@BiTermTest.com,Enabled,Standard User,No,2013-07-29,2026-07-26
KNOVIKOV,Katya Novikov,Katya.Novikov@BiTermTest.com,Enabled,Standard User,No,2013-04-29,2026-07-23
ZSZYMANSKI,Zahra Szymanski,Zahra.Szymanski@BiTermTest.com,Enabled,Read Only,No,2013-02-11,2026-07-09
ATAKAHASHI,Aoi Takahashi,Aoi.Takahashi@BiTermTest.com,Enabled,Standard User,No,2012-11-26,2026-07-22
OSOKOLOV,Oihane Sokolov,Oihane.Sokolov@BiTermTest.com,Enabled,Standard User,No,2012-11-26,2026-07-18
NEREA.VANDENBERG,Nerea Vandenberg,Nerea.Vandenberg@BiTermTest.com,Enabled,Standard User,No,2023-01-23,2026-06-28
VANDANA.SALIBA,Vandana Saliba,Vandana.Saliba@BiTermTest.com,Enabled,Standard User,No,2023-01-09,2026-07-07
LAN.SALIBA,Lan Saliba,Lan.Saliba@BiTermTest.com,Enabled,Standard User,No,2022-12-19,2026-08-02
REN.ASLAN,Ren Aslan,Ren.Aslan@BiTermTest.com,Enabled,Standard User,No,2019-11-04,2026-06-30
GORKA.KHOURY,Gorka Khoury,Gorka.Khoury@BiTermTest.com,Disabled,Standard User,No,2019-11-04,2026-07-21
TARIQ.TRUONG,Tariq Truong,Tariq.Truong@BiTermTest.com,Enabled,Standard User,No,2017-10-16,2026-06-22
KAVITA.AKSOY,Kavita Aksoy,Kavita.Aksoy@BiTermTest.com,Enabled,Power User,No,2017-07-10,2026-07-11
WILLEM.VELLA,Willem Vella,Willem.Vella@BiTermTest.com,Enabled,Standard User,No,2017-06-12,2026-07-24
AMARA.FEDOROV,Amara Fedorov,Amara.Fedorov@BiTermTest.com,Enabled,Standard User,No,2017-05-01,2026-07-13
TRUNG.ABEBE,Trung Abebe,Trung.Abebe@BiTermTest.com,Enabled,Standard User,No,2017-04-24,2026-02-02
RASHIDA.POLAT,Rashida Polat,Rashida.Polat@BiTermTest.com,Enabled,Power User,No,2017-04-03,2026-07-26
KAVITA.AKSOY,Kavita Aksoy,Kavita.Aksoy@BiTermTest.com,Enabled,Power User,No,2021-07-26,2026-07-11
XIMENA.IYER,Ximena Iyer,Ximena.Iyer@BiTermTest.com,Enabled,Standard User,No,2017-02-13,2026-07-29
ENOWAK,Eshan Nowak,Eshan.Nowak@BiTermTest.com,Enabled,Power User,No,1998-06-29,2026-07-31
NOWUSU,Niamh Owusu,Niamh.Owusu@BiTermTest.com,Enabled,Power User,No,1993-12-01,2026-06-27
LFOFANA,Lars Fofana,Lars.Fofana@BiTermTest.com,Enabled,Standard User,No,1993-10-18,2026-08-05
DMULDER,Deniz Mulder,Deniz.Mulder@BiTermTest.com,Enabled,Read Only,No,1987-09-23,2026-07-31
VASIL.AMARI,Vasil Amari,Vasil.Amari@BiTermTest.com,Enabled,Read Only,No,2020-07-20,2026-06-30
MAHMOUD.ENGSTROM,Mahmoud Engstrom,Mahmoud.Engstrom@BiTermTest.com,Enabled,Standard User,No,2020-07-13,2026-08-03
THAO.NOWAK,Thao Nowak,Thao.Nowak@BiTermTest.com,Enabled,Read Only,No,2021-06-14,2026-06-30
INES.DEKKER,Ines Dekker,Ines.Dekker@BiTermTest.com,Enabled,Standard User,No,2019-09-23,2026-07-22
