account_id,display_name,email,account_status,app_role,privileged,created_date,last_login_date
FRAHAL,Fernanda Rahal,Fernanda.Rahal@BiTermTest.com,Enabled,Read Only,No,2013-01-28,2026-07-06
GIULIA.KRAWCZYK,Giulia Krawczyk,Giulia.Krawczyk@BiTermTest.com,Disabled,Administrator,Yes,2025-03-12,2026-07-16
TEODORA.NOWAK,Teodora Nowak,Teodora.Nowak@BiTermTest.com,Enabled,Standard User,No,2025-02-18,2026-07-03
WHWANG,Wafa Hwang,Wafa.Hwang@BiTermTest.com,Enabled,Standard User,No,2010-07-26,2026-07-18
ANOUK.MAZUR,Anouk Mazur,Anouk.Mazur@BiTermTest.com,Enabled,Standard User,No,2024-07-08,2026-07-21
SANJAY.LUNDGREN,Sanjay Lundgren,Sanjay.Lundgren@BiTermTest.com,Enabled,Standard User,No,2024-06-17,2026-07-09
JJEONG,Jisoo Jeong,Jisoo.Jeong@BiTermTest.com,Enabled,Standard User,No,2006-02-06,2026-06-23
BNDIAYE,Basim Ndiaye,Basim.Ndiaye@BiTermTest.com,Enabled,Standard User,No,2004-12-13,2026-06-24
IMEKONNEN,Iker Mekonnen,Iker.Mekonnen@BiTermTest.com,Enabled,Standard User,No,2000-07-31,2026-06-25
PETRO.NAKAMURA,Petro Nakamura,Petro.Nakamura@BiTermTest.com,Enabled,Standard User,No,2023-02-13,2026-06-15
ZOFIA.DELUCA,Zofia Deluca,Zofia.Deluca@BiTermTest.com,Enabled,Standard User,No,2022-01-10,2026-06-11
Baran.Mazur,Baran Mazur,baran.mazur@bitermtest.com,Enabled,Standard User,No,2023-12-02,2026-02-10
MATEO.MEKONNEN,Mateo Mekonnen,,Enabled,Service Account,Yes,2023-12-20,2025-05-31
Agnieszka.Vuong,Agnieszka Vuong,agnieszka.vuong@bitermtest.com,Enabled,Standard User,No,2022-08-06,2024-03-27
FIRUZA.GIRMA,Firuza Girma,,Enabled,Read Only,No,2022-05-09,2024-09-15
SAKURA.FERREIRA,Sakura Ferreira,sakura.ferreira@bitermtest.com,Enabled,Standard User,No,2022-05-30,2026-06-17
NAOKO.NDIAYE,Naoko Ndiaye,naoko.ndiaye@bitermtest.com,Enabled,Standard User,No,2023-01-22,2024-10-11
Marisol.Axelsson,Marisol Axelsson,marisol.axelsson@bitermtest.com,Enabled,Service Account,Yes,2021-12-29,2026-04-23
Eneko.Sowande,Eneko Sowande,eneko.sowande@bitermtest.com,Enabled,Standard User,No,2022-10-21,2024-03-27
HUONG.NASSAR,Huong Nassar,,Enabled,Standard User,No,2023-06-04,2026-03-18
KAMAL.TRAORE,Kamal Traore,kamal.traore@bitermtest.com,Enabled,Standard User,No,2023-09-25,2026-02-15
ANIKA.HWANG,Anika Hwang,anika.hwang@bitermtest.com,Enabled,Standard User,No,2023-12-20,2025-07-17
PRIYA.STOJANOVIC,Priya Stojanovic,,Enabled,Service Account,Yes,2023-07-28,2026-05-28
