account_id,display_name,email,account_status,app_role,privileged,created_date,last_login_date
MAHMOUD.HADDAD,Mahmoud Haddad,Mahmoud.Haddad@BiTermTest.com,Enabled,Standard User,No,2015-07-20,2026-08-05
ANDIAYE,Aylin Ndiaye,Aylin.Ndiaye@BiTermTest.com,Enabled,Standard User,No,2011-06-30,2026-06-28
ESHAN.HOLMGREN,Eshan Holmgren,Eshan.Holmgren@BiTermTest.com,Enabled,Standard User,No,2015-01-01,2026-06-25
MFONSECA,Mateo Fonseca,Mateo.Fonseca@BiTermTest.com,Enabled,Read Only,No,2008-05-12,2026-07-08
INGRID.YAMAMOTO,Ingrid Yamamoto,,Disabled,Administrator,Yes,2023-09-02,2025-09-11
MATTEO.DOGAN,Matteo Dogan,Matteo.Dogan@BiTermTest.com,Enabled,Standard User,No,2026-03-09,2026-07-10
LALEH.SANDBERG,Laleh Sandberg,Laleh.Sandberg@BiTermTest.com,Enabled,Power User,No,2017-05-01,2026-07-16
LINH.HAILE,Linh Haile,Linh.Haile@BiTermTest.com,Enabled,Standard User,No,2014-04-14,2026-08-02
LARS.FOFANA,Lars Fofana,Lars.Fofana@BiTermTest.com,Enabled,Standard User,No,2015-01-01,2026-07-26
KOFI.KAMINSKI,Kofi Kaminski,Kofi.Kaminski@BiTermTest.com,Disabled,Standard User,No,2021-09-20,2026-07-11
BOGDAN.YAMAMOTO,Bogdan Yamamoto,Bogdan.Yamamoto@BiTermTest.com,Enabled,Standard User,No,2021-12-13,2026-07-10
NIAMH.FOFANA,Niamh Fofana,Niamh.Fofana@BiTermTest.com,Enabled,Standard User,No,2015-01-01,2026-07-30
EMRE.BEKELE,Emre Bekele,Emre.Bekele@BiTermTest.com,Enabled,Standard User,No,2020-02-03,2026-07-19
Ximena.Cassar,Ximena Cassar,Ximena.Cassar@BiTermTest.com,Enabled,Standard User,No,2015-01-26,2026-07-25
DRAGAN.MOROZOV,Dragan Morozov,Dragan.Morozov@BiTermTest.com,Enabled,Standard User,No,2023-09-05,2026-07-02
VDESTA,Vandana Desta,Vandana.Desta@BiTermTest.com,Enabled,Standard User,No,2010-04-26,2026-07-26
BASIM.NDIAYE,Basim Ndiaye,Basim.Ndiaye@BiTermTest.com,Enabled,Standard User,No,2010-11-29,2026-07-03
EMRE.CONTI,Emre Conti,Emre.Conti@BiTermTest.com,Enabled,Standard User,No,2015-08-10,2026-07-12
ANOUK.DESTA,Anouk Desta,Anouk.Desta@BiTermTest.com,Enabled,Standard User,No,2019-04-01,2026-06-28
CASLAN,Chiara Aslan,Chiara.Aslan@BiTermTest.com,Enabled,Standard User,No,1993-01-28,2026-06-29
ADAEZE.GRECO,Adaeze Greco,Adaeze.Greco@BiTermTest.com,Enabled,Standard User,No,2014-10-27,2026-08-05
PGALEA,Parvin Galea,Parvin.Galea@BiTermTest.com,Enabled,Standard User,No,2007-07-02,2026-07-03
YUSUF.LEMMA,Yusuf Lemma,Yusuf.Lemma@BiTermTest.com,Enabled,Standard User,No,2022-11-14,2026-07-16
Amina.Lindqvist,Amina Lindqvist,Amina.Lindqvist@BiTermTest.com,Enabled,Standard User,No,2016-03-28,2026-07-13
REN.PILLAI,Ren Pillai,Ren.Pillai@BiTermTest.com,Enabled,Standard User,No,2019-04-15,2026-07-12
LALEH.DEMIR,Laleh Demir,Laleh.Demir@BiTermTest.com,Enabled,Standard User,No,2023-03-13,2026-07-02
MIKKEL.ATTARD,Mikkel Attard,Mikkel.Attard@BiTermTest.com,Enabled,Read Only,No,2025-02-06,2026-07-30
MAITE.DAHLBERG,Maite Dahlberg,Maite.Dahlberg@BiTermTest.com,Enabled,Standard User,No,2021-04-26,2026-07-15
SANNE.DESTA,Sanne Desta,Sanne.Desta@BiTermTest.com,Enabled,Standard User,No,2025-05-15,2026-07-01
XOCHITL.LEWANDOWSKI,Xochitl Lewandowski,Xochitl.Lewandowski@BiTermTest.com,Enabled,Standard User,No,2012-09-11,2026-08-05
ITRUONG,Itruong,,Enabled,Service Account,Yes,2023-12-25,2024-07-26
LORENZO.FUJIMOTO,Lorenzo Fujimoto,Lorenzo.Fujimoto@BiTermTest.com,Enabled,Read Only,No,2023-02-06,2026-07-12
MATTEO.PHAM,Matteo Pham,Matteo.Pham@BiTermTest.com,Enabled,Standard User,No,2021-05-24,2026-07-14
ANWAR.NGO,Anwar Ngo,Anwar.Ngo@BiTermTest.com,Enabled,Administrator,Yes,2015-01-01,2026-07-08
MILAN.VUONG,Milan Vuong,Milan.Vuong@BiTermTest.com,Enabled,Read Only,No,2008-09-14,2026-07-25
JOVANA.RIBEIRO,Jovana Ribeiro,Jovana.Ribeiro@BiTermTest.com,Enabled,Administrator,Yes,2007-02-01,2026-07-15
MARTA.DOGAN,Marta Dogan,,Enabled,Service Account,Yes,2022-12-30,2026-06-11
BIANCA.MORETTI,Bianca Moretti,Bianca.Moretti@BiTermTest.com,Enabled,Standard User,No,2020-02-24,2026-07-25
DENIZ.ALEMU,Deniz Alemu,Deniz.Alemu@BiTermTest.com,Enabled,Standard User,No,2022-07-20,2026-08-03
ELZBIETA.LEMMA,Elzbieta Lemma,Elzbieta.Lemma@BiTermTest.com,Enabled,Standard User,No,2025-05-13,2026-07-07
RAFAEL.TITOV,Rafael Titov,Rafael.Titov@BiTermTest.com,Enabled,Standard User,No,2015-03-16,2026-07-01
JEROEN.MICALLEF,Jeroen Micallef,Jeroen.Micallef@BiTermTest.com,Enabled,Read Only,No,2024-09-23,2026-07-20
TKURODA,Tkuroda,,Enabled,Standard User,No,2022-03-04,2025-12-15
AATTARD,Arjun Attard,Arjun.Attard@BiTermTest.com,Enabled,Standard User,No,2012-12-17,2026-06-30
NBEKELE,Nayeli Bekele,Nayeli.Bekele@BiTermTest.com,Enabled,Standard User,No,2006-09-20,2026-06-27
SANNE.ATTARD,Sanne Attard,Sanne.Attard@BiTermTest.com,Enabled,Standard User,No,2020-03-23,2026-06-27
HENRYK.CHUKWU,Henryk Chukwu,Henryk.Chukwu@BiTermTest.com,Enabled,Standard User,No,2016-10-31,2026-07-15
MATEO.KWON,Mateo Kwon,Mateo.Kwon@BiTermTest.com,Enabled,Standard User,No,2024-01-02,2026-06-28
Roisin.Ozturk,Roisin Ozturk,Roisin.Ozturk@BiTermTest.com,Enabled,Power User,No,2021-05-17,2026-07-14
ADAEZE.BUI,Adaeze Bui,Adaeze.Bui@BiTermTest.com,Enabled,Administrator,Yes,2021-10-18,2026-07-21
Padraig.Grabowski,Padraig Grabowski,Padraig.Grabowski@BiTermTest.com,Enabled,Standard User,No,2017-07-10,2026-06-28
PGALEA,Parvin Galea,Parvin.Galea@BiTermTest.com,Enabled,Standard User,No,1999-08-23,2026-07-03
HENRYK.HOSHINO,Henryk Hoshino,Henryk.Hoshino@BiTermTest.com,Enabled,Standard User,No,2015-01-05,2026-07-02
VASIL.BAE,Vasil Bae,Vasil.Bae@BiTermTest.com,Enabled,Standard User,No,2025-02-06,2026-08-03
MDELUCA,Mahmoud Deluca,Mahmoud.Deluca@BiTermTest.com,Enabled,Standard User,No,1993-05-26,2026-07-16
ITZEL.DESTA,Itzel Desta,Itzel.Desta@BiTermTest.com,Enabled,Power User,No,2007-04-16,2026-07-09
IKILIC,Izaro Kilic,Izaro.Kilic@BiTermTest.com,Enabled,Standard User,No,2009-01-26,2026-07-05
XFOFANA,Xiu Fofana,Xiu.Fofana@BiTermTest.com,Enabled,Read Only,No,1987-09-23,2026-07-06
YARETZI.ASLAN,Yaretzi Aslan,Yaretzi.Aslan@BiTermTest.com,Enabled,Standard User,No,2015-10-05,2026-07-29
AMAIA.DANG,Amaia Dang,Amaia.Dang@BiTermTest.com,Enabled,Standard User,No,2015-08-10,2026-07-25
HVUONG,Haruto Vuong,Haruto.Vuong@BiTermTest.com,Enabled,Standard User,No,2010-09-27,2026-07-08
KOFI.DJORDJEVIC,Kofi Djordjevic,Kofi.Djordjevic@BiTermTest.com,Enabled,Standard User,No,2023-03-06,2026-07-14
XKAPOOR,Xochitl Kapoor,Xochitl.Kapoor@BiTermTest.com,Enabled,Standard User,No,1998-02-10,2026-07-12
KATYA.NAIR,Katya Nair,Katya.Nair@BiTermTest.com,Enabled,Standard User,No,2023-03-27,2026-07-12
ACELIK,Anouk Celik,Anouk.Celik@BiTermTest.com,Enabled,Standard User,No,2004-09-27,2026-08-01
MARISOL.BUI,Marisol Bui,Marisol.Bui@BiTermTest.com,Enabled,Standard User,No,2004-08-30,2026-07-08
RAFAEL.VUONG,Rafael Vuong,Rafael.Vuong@BiTermTest.com,Disabled,Read Only,No,2026-02-12,2026-07-02
CMARINO,Cem Marino,Cem.Marino@BiTermTest.com,Enabled,Standard User,No,2012-05-29,2026-06-29
JJANKOWSKI,Janusz Jankowski,Janusz.Jankowski@BiTermTest.com,Enabled,Standard User,No,2013-09-03,2026-07-23
INGRID.HENDRIKS,Ingrid Hendriks,Ingrid.Hendriks@BiTermTest.com,Enabled,Standard User,No,2002-05-20,2026-08-02
SGALLO,Suleiman Gallo,Suleiman.Gallo@BiTermTest.com,Enabled,Read Only,No,2000-12-04,2026-06-27
MATEO.VOLKOV,Mateo Volkov,Mateo.Volkov@BiTermTest.com,Enabled,Read Only,No,2017-09-29,2026-07-23
ITRAORE,Iker Traore,Iker.Traore@BiTermTest.com,Enabled,Standard User,No,2009-07-13,2026-08-04
ANOUK.AZEVEDO,Anouk Azevedo,Anouk.Azevedo@BiTermTest.com,Enabled,Standard User,No,2018-04-16,2026-07-06
TARIQ.BORG,Tariq Borg,Tariq.Borg@BiTermTest.com,Enabled,Read Only,No,2007-10-17,2026-07-14
CDELUCA,Cdeluca,cdeluca@bitermtest.com,Enabled,Standard User,No,2024-01-23,2026-01-30
VASIL.CASSAR,Vasil Cassar,Vasil.Cassar@BiTermTest.com,Enabled,Standard User,No,2020-07-20,2026-06-26
ROISIN.GUPTA,Roisin Gupta,Roisin.Gupta@BiTermTest.com,Enabled,Standard User,No,2018-10-29,2026-07-26
LINH.SAXENA,Linh Saxena,Linh.Saxena@BiTermTest.com,Enabled,Read Only,No,2017-09-25,2026-07-07
TCASSAR,Trung Cassar,Trung.Cassar@BiTermTest.com,Enabled,Standard User,No,2021-10-11,2026-08-04
FERNANDA.DESAI,Fernanda Desai,Fernanda.Desai@BiTermTest.com,Disabled,Standard User,No,2020-10-27,2026-07-07
Siobhan.Kozlowski,Siobhan Kozlowski,Siobhan.Kozlowski@BiTermTest.com,Disabled,Standard User,No,2017-04-10,2026-07-22
AYLIN.MUKHERJEE,Aylin Mukherjee,Aylin.Mukherjee@BiTermTest.com,Enabled,Standard User,No,2000-08-21,2026-07-13
IKER.MOROZOV,Iker Morozov,Iker.Morozov@BiTermTest.com,Enabled,Read Only,No,2015-01-01,2026-07-16
SCHATTERJEE,Sigrid Chatterjee,Sigrid.Chatterjee@BiTermTest.com,Enabled,Read Only,No,2009-10-26,2026-07-11
AMINA.NOVIKOV,Amina Novikov,Amina.Novikov@BiTermTest.com,Enabled,Standard User,No,2014-09-15,2026-07-17
SNASSAR,Suleiman Nassar,Suleiman.Nassar@BiTermTest.com,Disabled,Standard User,No,2012-07-02,2026-07-10
