account_id,display_name,email,account_status,app_role,privileged,created_date,last_login_date
Eshan.Farrugia,Eshan Farrugia,Eshan.Farrugia@BiTermTest.com,Enabled,Standard User,No,2025-06-10,2026-06-20
Petro.Seo,Petro Seo,Petro.Seo@BiTermTest.com,Enabled,Read Only,No,2025-06-10,2026-07-09
Ingrid.Almeida,Ingrid Almeida,Ingrid.Almeida@BiTermTest.com,Enabled,Standard User,No,2025-06-10,2026-07-13
Anwar.Ngo,Anwar Ngo,Anwar.Ngo@BiTermTest.com,Enabled,Standard User,No,2025-06-10,2026-07-19
Minho.Greco,Minho Greco,Minho.Greco@BiTermTest.com,Enabled,Standard User,No,2025-06-10,2026-06-23
Itzel.Mifsud,Itzel Mifsud,Itzel.Mifsud@BiTermTest.com,Enabled,Standard User,No,2025-06-10,2026-07-06
Kenji.Visser,Kenji Visser,Kenji.Visser@BiTermTest.com,Enabled,Standard User,No,2025-06-10,2026-07-20
Eshan.Mifsud,Eshan Mifsud,Eshan.Mifsud@BiTermTest.com,Enabled,Standard User,No,2025-06-10,2026-07-09
Agnieszka.Zammit,Agnieszka Zammit,Agnieszka.Zammit@BiTermTest.com,Disabled,Standard User,No,2025-06-10,2026-06-12
Baran.Carvalho,Baran Carvalho,Baran.Carvalho@BiTermTest.com,Enabled,Administrator,Yes,2025-06-10,2026-07-16
Gorka.Celik,Gorka Celik,Gorka.Celik@BiTermTest.com,Enabled,Read Only,No,2020-10-05,2026-07-10
Hana.Baraka,Hana Baraka,Hana.Baraka@BiTermTest.com,Enabled,Standard User,No,2020-09-22,2026-07-10
Petro.Attard,Petro Attard,Petro.Attard@BiTermTest.com,Enabled,Power User,No,2020-08-31,2026-07-22
Nayeli.Engstrom,Nayeli Engstrom,Nayeli.Engstrom@BiTermTest.com,Enabled,Standard User,No,2020-08-17,2026-06-23
Lorenzo.Bekele,Lorenzo Bekele,Lorenzo.Bekele@BiTermTest.com,Enabled,Standard User,No,2013-11-04,2026-03-03
CARSLAN,Carslan User,CArslan@BiTermTest.com,Enabled,Read Only,No,2013-07-15,2026-06-08
RKOCAK,Rkocak User,RKocak@BiTermTest.com,Enabled,Standard User,No,2013-01-28,2026-06-25
Chidi.Morozov,Femi Arslan,Femi.Arslan@BiTermTest.com,Enabled,Standard User,No,2019-12-09,2026-07-11
Bogdan.Bae,Bogdan Bae,Bogdan.Bae@BiTermTest.com,Enabled,Read Only,No,2025-05-12,2026-07-18
Suleiman.Ivanov,Suleiman Ivanov,Suleiman.Ivanov@BiTermTest.com,Enabled,Standard User,No,2025-05-12,2026-06-26
Piotr.Joshi,Piotr Joshi,Piotr.Joshi@BiTermTest.com,Enabled,Read Only,No,2025-05-12,2026-07-20
Amina.Meijer,Amina Meijer,Amina.Meijer@BiTermTest.com,Enabled,Power User,No,2025-05-09,2026-07-21
Minh.Rahal,Minh Rahal,Minh.Rahal@BiTermTest.com,Enabled,Standard User,No,2025-05-09,2026-07-03
Declan.Fonseca,Declan Fonseca,Declan.Fonseca@BiTermTest.com,Enabled,Standard User,No,2025-04-04,2026-07-05
Ximena.Ezeani,Ximena Ezeani,Ximena.Ezeani@BiTermTest.com,Enabled,Standard User,No,2025-04-04,2026-06-17
Mateo.Kwon,Mateo Kwon,Mateo.Kwon@BiTermTest.com,Disabled,Standard User,No,2025-04-04,2026-06-23
Deniz.Menon,Deniz Menon,Deniz.Menon@BiTermTest.com,Enabled,Read Only,No,2025-03-12,2026-07-19
Dragan.Novikov,Dragan Novikov,Dragan.Novikov@BiTermTest.com,Enabled,Standard User,No,2025-02-18,2026-07-04
Lorenzo.Tesfaye,Lorenzo Tesfaye,Lorenzo.Tesfaye@BiTermTest.com,Enabled,Power User,No,2022-12-21,2026-06-12
Hamid.Dekker,Hamid Dekker,Hamid.Dekker@BiTermTest.com,Enabled,Standard User,No,2019-12-02,2026-06-29
Xochitl.Alemu,Xochitl Alemu,Xochitl.Alemu@BiTermTest.com,Enabled,Standard User,No,2017-06-26,2026-06-17
Katya.Kirigaya,Katya Kirigaya,Katya.Kirigaya@BiTermTest.com,Enabled,Read Only,No,2017-04-17,2026-06-19
Padraig.Rao,Padraig Rao,Padraig.Rao@BiTermTest.com,Enabled,Power User,No,2017-04-03,2026-06-12
Eamon.Bui,Eamon Bui,Eamon.Bui@BiTermTest.com,Enabled,Administrator,Yes,2021-07-26,2026-06-12
Rashida.Lundgren,Rashida Lundgren,Rashida.Lundgren@BiTermTest.com,Enabled,Administrator,Yes,2021-07-20,2025-12-04
FDESHPANDE,Fdeshpande User,FDeshpande@BiTermTest.com,Enabled,Read Only,No,1995-04-17,2026-06-19
XZAMMIT,Xzammit User,XZammit@BiTermTest.com,Enabled,Read Only,No,1990-01-05,2026-06-26
ZDESHPANDE,Zdeshpande User,ZDeshpande@BiTermTest.com,Enabled,Read Only,No,1988-12-05,2026-07-15
NVELLA,Nvella User,NVella@BiTermTest.com,Enabled,Standard User,No,1988-07-13,2026-06-09
Soren.Nowak,Soren Nowak,Soren.Nowak@BiTermTest.com,Enabled,Standard User,No,2020-07-20,2026-06-16
Linh.Saxena,Linh Saxena,Linh.Saxena@BiTermTest.com,Enabled,Standard User,No,2020-06-29,2026-06-09
Linh.Cardoso,Linh Cardoso,Linh.Cardoso@BiTermTest.com,Enabled,Read Only,No,2022-10-31,2026-07-09
Nerea.Aksoy,Nerea Aksoy,Nerea.Aksoy@BiTermTest.com,Enabled,Standard User,No,2022-10-17,2026-07-09
Eshan.Stojanovic,Eshan Stojanovic,Eshan.Stojanovic@BiTermTest.com,Enabled,Standard User,No,2022-10-11,2026-07-07
Parvin.Azevedo,Parvin Azevedo,Parvin.Azevedo@BiTermTest.com,Enabled,Standard User,No,2019-10-14,2026-06-11
Padraig.Reddy,Padraig Reddy,Padraig.Reddy@BiTermTest.com,Enabled,Standard User,No,2019-09-30,2026-06-11
Yaretzi.Duong,Yaretzi Duong,Yaretzi.Duong@BiTermTest.com,Enabled,Standard User,No,2019-09-03,2026-06-10
Mahmoud.Bergstrom,Mahmoud Bergstrom,Mahmoud.Bergstrom@BiTermTest.com,Enabled,Standard User,No,2019-08-26,2026-06-30
Kenji.Piotrowski,Kenji Piotrowski,Kenji.Piotrowski@BiTermTest.com,Enabled,Standard User,No,2019-08-26,2026-07-09
Soren.Sandberg,Soren Sandberg,Soren.Sandberg@BiTermTest.com,Enabled,Standard User,No,2019-08-12,2026-07-09
Eshan.Mulder,Eshan Mulder,Eshan.Mulder@BiTermTest.com,Enabled,Standard User,No,2024-10-16,2026-07-05
Qasim.Aydin,Qasim Aydin,Qasim.Aydin@BiTermTest.com,Enabled,Standard User,No,2019-07-22,2026-06-23
Zainab.Horvat,Zainab Horvat,Zainab.Horvat@BiTermTest.com,Enabled,Read Only,No,2012-01-03,2026-07-19
ATRAORE,Atraore User,ATraore@BiTermTest.com,Disabled,Power User,No,2010-11-08,2026-06-11
AZIELINSKI,Azielinski User,AZielinski@BiTermTest.com,Enabled,Standard User,No,2010-04-12,2026-06-23
Meera.Haile,Meera Haile,Meera.Haile@BiTermTest.com,Enabled,Power User,No,2010-03-15,2026-06-30
Itzel.Kaminski,Itzel Kaminski,Itzel.Kaminski@BiTermTest.com,Enabled,Power User,No,2022-06-06,2026-06-25
Amara.Esposito,Amara Esposito,Amara.Esposito@BiTermTest.com,Enabled,Read Only,No,2016-08-08,2026-07-07
Teodora.Galea,Teodora Galea,Teodora.Galea@BiTermTest.com,Enabled,Read Only,No,2024-08-12,2026-06-27
Anouk.Sokolov,Anouk Sokolov,Anouk.Sokolov@BiTermTest.com,Disabled,Read Only,No,2024-05-10,2026-06-17
Citlali.Traore,Citlali Traore,Citlali.Traore@BiTermTest.com,Enabled,Power User,No,2022-05-25,2026-06-21
Marisol.Hendriks,Marisol Hendriks,Marisol.Hendriks@BiTermTest.com,Enabled,Standard User,No,2022-05-24,2026-06-09
Marta.Sowande,Marta Sowande,Marta.Sowande@BiTermTest.com,Enabled,Administrator,Yes,2014-08-11,2026-06-24
JTEIXEIRA,Jteixeira User,JTeixeira@BiTermTest.com,Enabled,Standard User,No,2006-03-13,2026-06-13
